Nucleus,Elevel(keV),Jpi,T1/2
40CA,13535.5 13,(11+),
40CA,13610,"1+,2+,3+",
40CA,13610,"1+,2+,3+",
40CA,13610,"1+,2+,3+",
40CA,13620,6+,
40CA,13720,6+,
40CA,13830,"(1+,2+,3+)",
40CA,13830,"(1+,2+,3+)",
40CA,13830,"(1+,2+,3+)",
40CA,13890,"(0+,1+)",
40CA,13890,"(0+,1+)",
40CA,13900,2+,
40CA,13952,4+,
40CA,14000,4+,
40CA,14070 50,(0+),
40CA,14100,"1+,2+,3+",
40CA,14100,"1+,2+,3+",
40CA,14100,"1+,2+,3+",
40CA,14190,4+,
40CA,14200,"0+,1+",
40CA,14200,"0+,1+",
40CA,14232.4 10,(12+),
40CA,14370,6+,
40CA,14460,(2)+,
40CA,14530,(6+),
40CA,14600,"(1,2+,3-,4+)",
40CA,14600,"(1,2+,3-,4+)",
40CA,14660,"1+,2+,3+",
40CA,14660,"1+,2+,3+",
40CA,14660,"1+,2+,3+",
40CA,14750,4+,
40CA,14780,"1+,2+,3+",
40CA,14780,"1+,2+,3+",
40CA,14780,"1+,2+,3+",
40CA,15152.4 12,(13+),
40CA,15267.1 14,(12+),
40CA,15285,4+,< 0.05 MeV
40CA,15345,4+,< 0.04 MeV
40CA,15384,4+,< 0.04 MeV
40CA,15435,4+,< 0.04 MeV
40CA,15490,4+,< 0.04 MeV
40CA,15525,4+,< 0.02 MeV
40CA,15550,4+,< 0.03 MeV
40CA,15580,4+,< 0.03 MeV
40CA,15620,4+,< 0.03 MeV
40CA,15670,4+,< 0.02 MeV
40CA,15707,4+,< 0.03 MeV
40CA,15748.1 14,(12+),
40CA,15790,4+,< 0.04 MeV
40CA,15840,4+,< 0.03 MeV
40CA,15875,4+,< 0.03 MeV
40CA,15915,4+,< 0.02 MeV
40CA,15950,4+,< 0.02 MeV
40CA,15960,4+,< 0.02 MeV
40CA,16020,4+,< 0.03 MeV
40CA,16065,4+,< 0.03 MeV
40CA,16120,4+,< 0.03 MeV
40CA,16160,4+,< 0.03 MeV
40CA,16210,4+,< 0.03 MeV
40CA,16255,4+,< 0.02 MeV
40CA,16290,4+,< 0.02 MeV
40CA,16360,4+,< 0.02 MeV
40CA,16395,4+,< 0.02 MeV
40CA,16450,4+,< 0.02 MeV
40CA,16510,4+,< 0.02 MeV
40CA,16529.4 12,(14+),
40CA,16579.7 16,(13+),
40CA,16610,6+,< 0.02 MeV
40CA,16640,6+,< 0.02 MeV
40CA,16665,6+,< 0.02 MeV
40CA,16735,6+,< 0.02 MeV
40CA,16810,6+,< 0.02 MeV
40CA,16910,6+,< 0.05 MeV
40CA,16945,6+,< 0.02 MeV
40CA,17010,6+,< 0.03 MeV
40CA,17065,6+,< 0.02 MeV
40CA,17113,6+,< 0.02 MeV
40CA,17170,6+,< 0.02 MeV
40CA,17210,6+,< 0.03 MeV
40CA,17280,6+,< 0.03 MeV
40CA,17320,6+,< 0.02 MeV
40CA,17360,6+,< 0.03 MeV
40CA,17410,6+,< 0.03 MeV
40CA,17450,6+,< 0.03 MeV
40CA,17513,6+,< 0.05 MeV
40CA,17590,6+,< 0.05 MeV
40CA,17670,6+,< 0.05 MeV
40CA,17698.6 14,(14+),
40CA,17700,2+,
40CA,17730,6+,< 0.03 MeV
40CA,17790,6+,< 0.03 MeV
40CA,17855,6+,< 0.04 MeV
40CA,17915,6+,< 0.02 MeV
40CA,17950,6+,< 0.02 MeV
40CA,18000 50,2+,2.25 MeV 20
40CA,18010,6+,< 0.02 MeV
40CA,18054.6 14,(14+),
40CA,18077,6+,< 0.05 MeV
40CA,18139,6+,< 0.05 MeV
40CA,18174,6+,< 0.03 MeV
40CA,18200,2+,
40CA,18260,6+,< 0.05 MeV
40CA,18328,6+,< 0.05 MeV
40CA,18406,6+,< 0.03 MeV
40CA,18485,6+,< 0.02 MeV
40CA,18497.2 17,(14+),
40CA,18547,6+,< 0.03 MeV
40CA,18605,6+,< 0.04 MeV
40CA,18659,6+,< 0.02 MeV
40CA,18705,6+,< 0.02 MeV
40CA,18719.2 17,(14+),
40CA,18765,6+,< 0.04 MeV
40CA,18865,6+,< 0.03 MeV
40CA,18930,6+,< 0.02 MeV
40CA,19020,6+,< 0.03 MeV
40CA,19080,6+,< 0.05 MeV
40CA,19150,6+,< 0.07 MeV
40CA,19.18E3 37,0+,4.9 MeV 6
40CA,19195.6 16,(15+),
40CA,19230,6+,< 0.03 MeV
40CA,19280,6+,< 0.03 MeV
40CA,19385,6+,< 0.03 MeV
40CA,19467,6+,< 0.04 MeV
40CA,19525,6+,< 0.02 MeV
40CA,19597,6+,< 0.02 MeV
40CA,19667,6+,< 0.04 MeV
40CA,19780,6+,< 0.06 MeV
41CA,2009.73 21,3/2+,0.505 ns 12
41CA,2605.5 3,5/2+,0.35 ps 6
41CA,2670.24 25,1/2+,2.2 ps 5
41CA,2884.5 6,7/2+,21 fs 17
41CA,3049.86 23,3/2+,0.7 ps 3
41CA,3201.39 16,9/2+,31 fs 10
41CA,3369.61 13,11/2+,20.6 ps 8
41CA,3399.9 3,1/2+,82 fs 21
41CA,3494.8 4,5/2+,0.28 ps 6
41CA,3526.6 6,3/2+,38 fs 17
41CA,3614.4 8,7/2+,15 fs 9
41CA,3740.3 4,"(3/2,5/2)+",< 35 fs
41CA,3740.3 4,"(3/2,5/2)+",< 35 fs
41CA,3829.87 17,15/2+,3.02 ns 13
41CA,3845.9 7,1/2+,111 fs 31
41CA,3914.79 21,13/2+,1.5 ps 3
41CA,3920,1/2+,
41CA,3974.3 5,7/2+,24 fs 10
41CA,3976.02 22,11/2+,23 fs 7
41CA,4096.8 6,5/2+,< 21 fs
41CA,4416.5 7,3/2+,40 fs 10
41CA,4451.0 10,9/2+,83 fs 31
41CA,4519.64 22,13/2+,< 49 fs
41CA,4728.1 7,(3/2)+,< 30 fs
41CA,4731.2 6,(5/2)+,21 fs 10
41CA,4778.6 21,(3/2)+,< 15 fs
41CA,4814.9 8,5/2+,< 37 fs
41CA,4830.7 9,(3/2)+,
41CA,4972.6 8,9/2+,49 fs 45
41CA,5010.3 20,1/2+,
41CA,5046.9 10,(9/2)+,
41CA,5057.1 14,"(5/2,7/2,9/2)+",0.14 ps 7
41CA,5057.1 14,"(5/2,7/2,9/2)+",0.14 ps 7
41CA,5057.1 14,"(5/2,7/2,9/2)+",0.14 ps 7
41CA,5095.3 10,3/2+,
41CA,5194.9 8,9/2+,
41CA,5219.0 3,"(13/2,17/2)+",< 28 fs
41CA,5219.0 3,"(13/2,17/2)+",< 28 fs
41CA,5283.2 11,5/2+,< 37 fs
41CA,5339.7 16,"(7/2,9/2,11/2)+",
41CA,5339.7 16,"(7/2,9/2,11/2)+",
41CA,5339.7 16,"(7/2,9/2,11/2)+",
41CA,5411.4 8,5/2+,< 30 fs
41CA,5482.2 13,(3/2)+,
41CA,5539 3,(5/2:11/2)+,
41CA,5539 3,(5/2:11/2)+,
41CA,5539 3,(5/2:11/2)+,
41CA,5539 3,(5/2:11/2)+,
41CA,5588 2,(9/2)+,
41CA,5635 5,+,
41CA,5728.3 18,5/2+,
41CA,5750.9 15,9/2+,
41CA,5759.6 11,(5/2)+,
41CA,5817.1 5,3/2+,< 28 fs
41CA,5975.9 12,"(3/2,5/2)+",
41CA,5975.9 12,"(3/2,5/2)+",
41CA,5984 5,1/2+,
41CA,6036.0 17,(9/2)+,
41CA,6066 2,(5/2:11/2)+,
41CA,6066 2,(5/2:11/2)+,
41CA,6066 2,(5/2:11/2)+,
41CA,6066 2,(5/2:11/2)+,
41CA,6083 2,(3/2)+,
41CA,6098.7 14,5/2+,
41CA,6284.0 17,(5/2)+,
41CA,6325.1 11,(5/2)+,
41CA,6354.1 24,5/2+,
41CA,6400.7 13,(9/2)+,
41CA,6410.9 4,"(1/2,3/2,5/2+)",
41CA,6462 10,(5/2:11/2)+,
41CA,6462 10,(5/2:11/2)+,
41CA,6462 10,(5/2:11/2)+,
41CA,6462 10,(5/2:11/2)+,
41CA,6483.4 22,+,
41CA,6527 7,(5/2:11/2)+,
41CA,6527 7,(5/2:11/2)+,
41CA,6527 7,(5/2:11/2)+,
41CA,6527 7,(5/2:11/2)+,
41CA,6674.3 13,5/2+,
41CA,6738 7,(5/2:11/2)+,
41CA,6738 7,(5/2:11/2)+,
41CA,6738 7,(5/2:11/2)+,
41CA,6738 7,(5/2:11/2)+,
41CA,6792.9 19,(5/2)+,
41CA,6806.7 15,(3/2)+,
41CA,6822.4 5,1/2+,< 28 fs
41CA,6851.8 15,5/2+,
41CA,6901.2 24,5/2+,
41CA,6917.3 25,(9/2)+,
41CA,6966 15,"3/2+,5/2+",
41CA,6966 15,"3/2+,5/2+",
41CA,7014.8 7,(9/2)+,
41CA,7092.7 18,(9/2)+,
41CA,7137.5 27,5/2+,
41CA,7164.2 21,(9/2)+,
41CA,7268 3,(5/2)+,
41CA,7340.6 24,3/2+,
41CA,7367 15,1/2+,
41CA,7392.9 19,(5/2:11/2)+,
41CA,7392.9 19,(5/2:11/2)+,
41CA,7392.9 19,(5/2:11/2)+,
41CA,7392.9 19,(5/2:11/2)+,
41CA,7440 20,"1/2+&(3/2,5/2)+",
41CA,7440 20,"1/2+&(3/2,5/2)+",
41CA,7487.5 6,+,
41CA,7533 10,(5/2:11/2)+,
41CA,7533 10,(5/2:11/2)+,
41CA,7533 10,(5/2:11/2)+,
41CA,7533 10,(5/2:11/2)+,
41CA,7576.4 21,+,
41CA,7607.6 22,(9/2)+,
41CA,7631.3 16,(9/2)+,
41CA,7657.0 13,"(1/2,3/2,5/2+)",
41CA,7751.0 9,1/2+,
41CA,7770.3 14,1/2+,
41CA,7990 20,"1/2+&3/2+,5/2+",
41CA,7990 20,"1/2+&3/2+,5/2+",
41CA,7990 20,"1/2+&3/2+,5/2+",
41CA,7995 3,(9/2)+,
41CA,8040 10,(5/2:11/2)+,
41CA,8040 10,(5/2:11/2)+,
41CA,8040 10,(5/2:11/2)+,
41CA,8040 10,(5/2:11/2)+,
41CA,8120 3,5/2+,
41CA,8179.0 19,5/2+,
41CA,8229.4 19,5/2+,
41CA,8242 3,"(1/2,3/2,5/2+)",
41CA,8311 15,"(3/2,5/2)+",
41CA,8311 15,"(3/2,5/2)+",
41CA,8312.7 21,(9/2)+,
41CA,8373.5 18,5/2+,
41CA,8402.2 21,(5/2:11/2)+,
41CA,8402.2 21,(5/2:11/2)+,
41CA,8402.2 21,(5/2:11/2)+,
41CA,8402.2 21,(5/2:11/2)+,
41CA,8447.4 38,(9/2)+,
41CA,8504 10,(5/2:11/2)+,
41CA,8504 10,(5/2:11/2)+,
41CA,8504 10,(5/2:11/2)+,
41CA,8504 10,(5/2:11/2)+,
41CA,8551 15,1/2+,
41CA,8630 10,(5/2:11/2)+,
41CA,8630 10,(5/2:11/2)+,
41CA,8630 10,(5/2:11/2)+,
41CA,8630 10,(5/2:11/2)+,
41CA,8656 10,(5/2:11/2)+,
41CA,8656 10,(5/2:11/2)+,
41CA,8656 10,(5/2:11/2)+,
41CA,8656 10,(5/2:11/2)+,
41CA,8700 4,5/2+,
41CA,8855 10,(9/2+),
41CA,8916 10,"(3/2-,9/2+)",
41CA,8980 10,(5/2)+,
41CA,8997 10,(9/2+),
41CA,9047 15,"(3/2,5/2)+",
41CA,9047 15,"(3/2,5/2)+",
41CA,9177 10,(5/2:11/2)+,
41CA,9177 10,(5/2:11/2)+,
41CA,9177 10,(5/2:11/2)+,
41CA,9177 10,(5/2:11/2)+,
41CA,9273 10,(5/2:11/2)+,
41CA,9273 10,(5/2:11/2)+,
41CA,9273 10,(5/2:11/2)+,
41CA,9273 10,(5/2:11/2)+,
41CA,9375 10,5/2+,
41CA,9420 10,(5/2:11/2)+,
41CA,9420 10,(5/2:11/2)+,
41CA,9420 10,(5/2:11/2)+,
41CA,9420 10,(5/2:11/2)+,
41CA,9555 15,(5/2:11/2)+,
41CA,9555 15,(5/2:11/2)+,
41CA,9555 15,(5/2:11/2)+,
41CA,9555 15,(5/2:11/2)+,
41CA,9650 20,(5/2:11/2)+,
41CA,9650 20,(5/2:11/2)+,
41CA,9650 20,(5/2:11/2)+,
41CA,9650 20,(5/2:11/2)+,
41CA,9720 20,(5/2:11/2)+,
41CA,9720 20,(5/2:11/2)+,
41CA,9720 20,(5/2:11/2)+,
41CA,9720 20,(5/2:11/2)+,
41CA,9880 20,(5/2:11/2)+,
41CA,9880 20,(5/2:11/2)+,
41CA,9880 20,(5/2:11/2)+,
41CA,9880 20,(5/2:11/2)+,
41CA,9910 20,(5/2:11/2)+,
41CA,9910 20,(5/2:11/2)+,
41CA,9910 20,(5/2:11/2)+,
41CA,9910 20,(5/2:11/2)+,
41CA,9920 20,(5/2:11/2)+,
41CA,9920 20,(5/2:11/2)+,
41CA,9920 20,(5/2:11/2)+,
41CA,9920 20,(5/2:11/2)+,
41CA,10300 20,(5/2:11/2)+,
41CA,10300 20,(5/2:11/2)+,
41CA,10300 20,(5/2:11/2)+,
41CA,10300 20,(5/2:11/2)+,
41CA,10859 15,"(3/2,5/2)+",
41CA,10859 15,"(3/2,5/2)+",
41CA,10950 20,"(3/2,5/2)+",
41CA,10950 20,"(3/2,5/2)+",
42CA,0,0+,STABLE
42CA,1524.71 3,2+,0.83 ps 3
42CA,1837.31 18,0+,387 ps 6
42CA,2424.15 4,2+,140 fs 40
42CA,2752.40 4,4+,2.8 ps 4
42CA,3189.26 10,6+,5.28 ns 15
42CA,3253.89 5,4+,123 fs 21
42CA,3300.0 4,0+,> 0.9 ps
42CA,3392.01 24,2+,135 fs 40
42CA,3654.0 3,2+,49 fs 35
42CA,3780 10,"(2+,3-)",
42CA,3999.66 9,4+,
42CA,4342.3 6,(0+:4+),
42CA,4342.3 6,(0+:4+),
42CA,4443.0 6,4+,
42CA,4448.8 4,2+,
42CA,4505.0 5,"(2,3,4)+",
42CA,4505.0 5,"(2,3,4)+",
42CA,4505.0 5,"(2,3,4)+",
42CA,4566.9 5,"(1,2+)",
42CA,4717.53 14,6+,83 fs 32
42CA,4759.71 16,2+,
42CA,4866.0 6,2+,
42CA,5017.14 11,4+,
42CA,5188.0 11,"(2,3,4)+",
42CA,5188.0 11,"(2,3,4)+",
42CA,5188.0 11,"(2,3,4)+",
42CA,5210.3 7,(2+),
42CA,5214.1 6,(2+),
42CA,5345.0 10,0+,
42CA,5358.0 6,2+,
42CA,5472.0 6,"(2,3,4)+",
42CA,5472.0 6,"(2,3,4)+",
42CA,5472.0 6,"(2,3,4)+",
42CA,5530.0 7,2+,
42CA,5578.0 11,(0+:4+),
42CA,5578.0 11,(0+:4+),
42CA,5691.77 17,6+,
42CA,5716.0 10,2+,
42CA,5725.0 10,(2+:6+),
42CA,5725.0 10,(2+:6+),
42CA,5738.0 5,(2+),
42CA,5774.9 7,"(4,5)+",
42CA,5774.9 7,"(4,5)+",
42CA,5797.0 6,"(1,2)+",
42CA,5797.0 6,"(1,2)+",
42CA,5860 10,0+,
42CA,5875.0 7,2+,
42CA,6016 5,0+,
42CA,6020.0 7,"(4+,5,6-)",
42CA,6080,0+,
42CA,6104.0 7,(0+:4+),
42CA,6104.0 7,(0+:4+),
42CA,6113.0 8,4+,
42CA,6247.9 6,"(4+,5,6-)",
42CA,6274 7,2+,
42CA,6313 7,(2:5)+,
42CA,6313 7,(2:5)+,
42CA,6313 7,(2:5)+,
42CA,6313 7,(2:5)+,
42CA,6426 10,(2:5)+,
42CA,6426 10,(2:5)+,
42CA,6426 10,(2:5)+,
42CA,6426 10,(2:5)+,
42CA,6541.8 6,5+,
42CA,6572 15,(2:5)+,
42CA,6572 15,(2:5)+,
42CA,6572 15,(2:5)+,
42CA,6572 15,(2:5)+,
42CA,6614 15,"(3,4)+",
42CA,6614 15,"(3,4)+",
42CA,6636.30 15,8+,36 fs 15
42CA,6674.8 10,(4+:8+),
42CA,6674.8 10,(4+:8+),
42CA,6715.9 7,(4+),
42CA,6720 8,0+,
42CA,6746.5 8,4+,
42CA,6816.8 10,"(4,5)+",
42CA,6816.8 10,"(4,5)+",
42CA,6895.8 6,4+,
42CA,6920 4,"(3,4)+",
42CA,6920 4,"(3,4)+",
42CA,6931 7,"(2,3)+",
42CA,6931 7,"(2,3)+",
42CA,6961 15,"(3,4)+",
42CA,6961 15,"(3,4)+",
42CA,6975.5 5,(5+),
42CA,7020 12,4+,
42CA,7129.9 10,4+,
42CA,7153 7,"(3,4)+",
42CA,7153 7,"(3,4)+",
42CA,7180 20,2+,
42CA,7273 7,"(3,4)+",
42CA,7273 7,"(3,4)+",
42CA,7348 15,"(3,4)+",
42CA,7348 15,"(3,4)+",
42CA,7388.8 10,4+,
42CA,7415.87 15,8+,
42CA,7421.2 8,(4+:8+),
42CA,7421.2 8,(4+:8+),
42CA,7468 15,(2:5)(+),
42CA,7468 15,(2:5)(+),
42CA,7468 15,(2:5)(+),
42CA,7468 15,(2:5)(+),
42CA,7520 15,"(3,4)+",
42CA,7520 15,"(3,4)+",
42CA,7543.1 6,(4+:7-),
42CA,7562.5 10,"(4+,5+)",
42CA,7562.5 10,"(4+,5+)",
42CA,7600 15,(2+:5+),
42CA,7600 15,(2+:5+),
42CA,7634.03 23,"(6,8+)",
42CA,7643 15,"3+,4+",
42CA,7643 15,"3+,4+",
42CA,7696.8 10,4+,
42CA,7726.5 10,(4+:8+),
42CA,7726.5 10,(4+:8+),
42CA,7760 15,"(3,4)+",
42CA,7760 15,"(3,4)+",
42CA,7793 15,"(3,4)+",
42CA,7793 15,"(3,4)+",
42CA,7838.9 12,(2+:6+),
42CA,7838.9 12,(2+:6+),
42CA,7921.2 8,(4+:8+),
42CA,7921.2 8,(4+:8+),
42CA,7939.8 8,(4+:8+),
42CA,7939.8 8,(4+:8+),
42CA,8052.6 10,(4+:8+),
42CA,8052.6 10,(4+:8+),
42CA,8103.2 8,(4+:8+),
42CA,8103.2 8,(4+:8+),
42CA,8364.8 8,"(6-,7,8+)",
42CA,8450,0+,
42CA,8580.9 12,(2+:6+),
42CA,8580.9 12,(2+:6+),
42CA,8611.9 12,(2+:6+),
42CA,8611.9 12,(2+:6+),
42CA,8847.97 20,(10+),
42CA,8951.3 11,(6+:10+),
42CA,8951.3 11,(6+:10+),
42CA,9015.01 14,10+,
42CA,9311.08 16,"(8,10+)",
42CA,9600 50,"(5-,6+)",
42CA,9770,(2+),
42CA,10168.69 16,"(10,12+)",
42CA,11235 5,(1+),
42CA,11361.3 7,"(1,2+)",
42CA,11405.1 11,(12+),
42CA,11429.6 15,"(0+,1-,2+)",
42CA,11429.6 15,"(0+,1-,2+)",
42CA,11436.1 10,"(1-,2+)",
42CA,11447.7 15,"(0+,1-,2+)",
42CA,11447.7 15,"(0+,1-,2+)",
42CA,11469.3 15,"(1-,2+)",
42CA,11473.5 15,"(1-,2+)",
42CA,11485.20 6,(2+),
42CA,11507.10 15,"(0+,1-,2+)",
42CA,11507.10 15,"(0+,1-,2+)",
42CA,11523.3 15,"(1-,2+)",
42CA,11527.4 15,"(1-,2+)",
42CA,11529.3 15,"(0+,1-,2+)",
42CA,11529.3 15,"(0+,1-,2+)",
42CA,11542.3 15,"(0+,1-,2+)",
42CA,11542.3 15,"(0+,1-,2+)",
42CA,11550.0 15,"(0+,1-,2+)",
42CA,11550.0 15,"(0+,1-,2+)",
42CA,11571.7 15,"(0+,1-,2+)",
42CA,11571.7 15,"(0+,1-,2+)",
42CA,11572.8 15,"(1-,3-,4+)",
42CA,11575.2 15,"(3-,4+)",
42CA,11599.4 15,"(1-,2+)",
42CA,11621.0 15,"(1-,2+)",
42CA,11634.5 15,"(1-,2+)",
42CA,11636.1 15,"(1-,2+)",
42CA,11637.4 15,"(1-,2+)",
42CA,11644.1 4,"(1-,2+)",
42CA,11646.2 15,(4+),
42CA,11651.2 15,"(1-,2+)",
42CA,11662.2 15,"(1-,2+)",
42CA,11670.9 4,2+,
42CA,11674.0 5,"(1-,2+)",
42CA,11689.2 15,"(1-,2+)",
42CA,11693.0 4,"(1-,2+)",
42CA,11707.5 4,2+,
42CA,11709.2 15,"(1-,2+)",
42CA,11727.1 3,2+,
42CA,11737.4 15,"(0+,1-,2+)",
42CA,11737.4 15,"(0+,1-,2+)",
42CA,11743.4 5,"(1-,2+)",
42CA,11772.7 15,"(1-,2+)",
42CA,11775.0 4,"(1-,2+)",
42CA,11778.5 15,"(0+,1-,2+)",
42CA,11778.5 15,"(0+,1-,2+)",
42CA,11783.0 15,"(1-,2+)",
42CA,11784.7 15,"(1-),2+",
42CA,11795.2 4,"(1-,2+)",
42CA,11798.3 15,"(1-,2+)",
42CA,11805.4 4,"(1-,2+)",
42CA,11809.7 15,"(1-,2+)",
42CA,11811.1 15,"(1-,2+)",
42CA,11824.0 15,"(1-,2+)",
42CA,11829.0 15,"(1-,2+)",
42CA,11830.2 15,(2+),
42CA,11836.4 15,(4+),
42CA,11843.3 5,"(1-,2+)",
42CA,11844.9 15,"(1-,2+)",
42CA,11865.6 15,"(0+,1-,2+)",
42CA,11865.6 15,"(0+,1-,2+)",
42CA,11868.0 4,"(1-,2+)",
42CA,11871.5 4,"(1-,2+)",
42CA,11873.7 4,"(1-,2+)",
42CA,11885.2 15,"(1-,2+,3-)",
42CA,11895.3 15,"(1-,2+)",
42CA,11902.0 15,"(1-,2+)",
42CA,11910.6 15,"(1-,2+)",
42CA,11923.3 15,"(1-,2+)",
42CA,11925.6 5,"(1-,2+)",
42CA,11933.1 15,"(1-,2+)",
42CA,11941.9 15,2+,
42CA,11962.8 15,"(1-,2+)",
42CA,11976.8 15,(2+),
42CA,11989.0 15,"(2+,3-)",
42CA,11992.1 15,"(1-,2+)",
42CA,12000.2 15,2+,
42CA,12005.0 15,"(1-,2+)",
42CA,12012.0 15,(2+),
42CA,12020.4 15,"(1-,2+)",
42CA,12029.5 15,"(0+,1-,2+)",
42CA,12029.5 15,"(0+,1-,2+)",
42CA,12050.9 15,"(1-,2+)",
42CA,12066.2 15,"(1-,2+)",
42CA,12070.1 15,(2+),
42CA,12116.5 15,(2+),
42CA,12123.8 15,"(1-,2+)",
42CA,12153.7 15,2+,
42CA,12172.0 5,"(1,2+)",
42CA,12207.9 15,"(0+,1-,2+)",
42CA,12207.9 15,"(0+,1-,2+)",
42CA,12230.5 15,"(1-,2+,3-)",
42CA,12246.4 15,"(1-,2+)",
42CA,12260.2 15,"(2+,3-)",
42CA,12271.8 15,"(1-,2+)",
42CA,12277.2 15,"(0+,1-,2+,3-,4+)",
42CA,12277.2 15,"(0+,1-,2+,3-,4+)",
42CA,12277.2 15,"(0+,1-,2+,3-,4+)",
42CA,12280,0+,
42CA,12285.7 15,"(1-,2+)",
42CA,12298.6 15,"(1-,2+,3-)",
42CA,12320.6 15,"(0+,1-,2+)",
42CA,12320.6 15,"(0+,1-,2+)",
42CA,12323.2 15,"(1-,2+)",
42CA,14700 50,0+,
43CA,990.257 5,3/2+,49 ps 4
43CA,1394.473 8,5/2+,1.84 ps 35
43CA,1901.99 14,7/2+,0.53 ps 10
43CA,1957.4 4,1/2+,1.1 ps 3
43CA,2272.8 3,"3/2+,5/2+",0.28 ps 8
43CA,2272.8 3,"3/2+,5/2+",0.28 ps 8
43CA,2409.68 15,9/2+,1.2 ps 4
43CA,2696.5 5,"3/2+,5/2+",< 38 fs
43CA,2696.5 5,"3/2+,5/2+",< 38 fs
43CA,2748 8,1/2+,
43CA,2844.7 5,(5/2)+,0.55 ps 15
43CA,2951.33 19,11/2+,4.7 ps 12
43CA,3076.0 15,(5/2)+,< 17 fs
43CA,3097.0 6,(5/2+:11/2+),0.76 ps 21
43CA,3097.0 6,(5/2+:11/2+),0.76 ps 21
43CA,3195.6 5,"7/2+,9/2+",118 fs 42
43CA,3195.6 5,"7/2+,9/2+",118 fs 42
43CA,3278 10,(11/2:17/2)+,
43CA,3278 10,(11/2:17/2)+,
43CA,3278 10,(11/2:17/2)+,
43CA,3278 10,(11/2:17/2)+,
43CA,3371.19 19,13/2+,< 14 ps
43CA,3505.3 3,13/2+,73 fs 24
43CA,3604 10,(1/2)+,
43CA,3649 8,"(3/2+,5/2+)",
43CA,3649 8,"(3/2+,5/2+)",
43CA,3837 10,(3/2 TO 13/2)+,
43CA,3837 10,(3/2 TO 13/2)+,
43CA,3837 10,(3/2 TO 13/2)+,
43CA,3837 10,(3/2 TO 13/2)+,
43CA,3837 10,(3/2 TO 13/2)+,
43CA,3837 10,(3/2 TO 13/2)+,
43CA,3918 8,"(7/2,9/2)+",
43CA,3918 8,"(7/2,9/2)+",
43CA,3943.81 24,15/2+,0.76 ps 21
43CA,3978 10,"3/2+,5/2+",
43CA,3978 10,"3/2+,5/2+",
43CA,4044 8,"3/2+,5/2+",
43CA,4044 8,"3/2+,5/2+",
43CA,4135.9 7,"7/2+,9/2+",< 260 fs
43CA,4135.9 7,"7/2+,9/2+",< 260 fs
43CA,4148 10,1/2+,
43CA,4186.5 4,15/2+,125 fs 50
43CA,4210 20,"3/2+,5/2+",
43CA,4210 20,"3/2+,5/2+",
43CA,4268 10,"(3/2+,5/2+)",
43CA,4268 10,"(3/2+,5/2+)",
43CA,4291 10,(7/2:13/2)+,
43CA,4291 10,(7/2:13/2)+,
43CA,4291 10,(7/2:13/2)+,
43CA,4291 10,(7/2:13/2)+,
43CA,4298 10,1/2+,
43CA,4364 10,(7/2 TO 13/2)+,
43CA,4364 10,(7/2 TO 13/2)+,
43CA,4364 10,(7/2 TO 13/2)+,
43CA,4364 10,(7/2 TO 13/2)+,
43CA,4533 10,1/2+,
43CA,4591.0 4,17/2+,0.21 ps 5
43CA,4603.4 10,"(1/2,3/2,5/2+)",
43CA,4621.2 4,15/2+,76 fs 28
43CA,4641.6 10,"3/2+,5/2+",
43CA,4641.6 10,"3/2+,5/2+",
43CA,4654 10,1/2+,
43CA,4736 10,"3/2+,5/2+",
43CA,4736 10,"3/2+,5/2+",
43CA,4878 8,(7/2 TO 17/2)+,
43CA,4878 8,(7/2 TO 17/2)+,
43CA,4878 8,(7/2 TO 17/2)+,
43CA,4878 8,(7/2 TO 17/2)+,
43CA,4878 8,(7/2 TO 17/2)+,
43CA,4878 8,(7/2 TO 17/2)+,
43CA,4982 10,"(3/2+,5/2+)",
43CA,4982 10,"(3/2+,5/2+)",
43CA,5100 10,1/2+,
43CA,5170 10,"3/2+,5/2+",
43CA,5170 10,"3/2+,5/2+",
43CA,5189 10,(7/2:13/2)+,
43CA,5189 10,(7/2:13/2)+,
43CA,5189 10,(7/2:13/2)+,
43CA,5189 10,(7/2:13/2)+,
43CA,5193 10,1/2+,
43CA,5215 10,1/2+,
43CA,5249 8,(7/2:13/2)+,
43CA,5249 8,(7/2:13/2)+,
43CA,5249 8,(7/2:13/2)+,
43CA,5249 8,(7/2:13/2)+,
43CA,5351 10,(7/2:13/2)+,
43CA,5351 10,(7/2:13/2)+,
43CA,5351 10,(7/2:13/2)+,
43CA,5351 10,(7/2:13/2)+,
43CA,5555.4 6,"(15/2,19/2)+",1.4 ps 4
43CA,5555.4 6,"(15/2,19/2)+",1.4 ps 4
43CA,5696 10,(7/2 TO 13/2)+,
43CA,5696 10,(7/2 TO 13/2)+,
43CA,5696 10,(7/2 TO 13/2)+,
43CA,5696 10,(7/2 TO 13/2)+,
43CA,5728 8,"3/2+,5/2+",
43CA,5728 8,"3/2+,5/2+",
43CA,6015 20,1/2+,
43CA,6177 10,"(3/2+,5/2+)",
43CA,6177 10,"(3/2+,5/2+)",
43CA,6223.6 8,"(17/2,21/2)+",0.58 ps 15
43CA,6223.6 8,"(17/2,21/2)+",0.58 ps 15
43CA,7932.7 3,1/2+,
43CA,7942.08 17,1/2+,
43CA,7955.13 17,1/2+,
43CA,7958.62 17,1/2+,
43CA,7969.51 17,1/2+,
43CA,7977.9,1/2+,
